TotalCharges,tenure,MonthlyCharges,InternetService_Fiber optic,PaperlessBilling_Yes,PaymentMethod_Electronic check,Partner_Yes,SeniorCitizen,Dependents_Yes,OnlineSecurity_Yes,TechSupport_Yes,PaymentMethod_Mailed check,Contract_One year,StreamingMovies_No internet service,StreamingMovies_Yes
-0.2816663093896153,-0.5037576729981889,0.466576347127715,1,0,1,0,0,0,0,0,0,0,0,0
-0.97108079716186,-1.2774445836787656,0.4615909561272169,1,0,1,0,0,1,0,0,0,0,0,1
0.3651078492985816,0.2699292376823877,0.5563133851366857,1,1,0,1,0,1,0,1,0,0,0,0
2.5508162646963064,1.6137012404433893,1.5999219012410113,1,1,0,1,1,0,1,1,0,0,0,1
-0.8230859871127771,-1.0738427650786138,-0.128346978931757,0,0,0,0,0,0,0,0,1,0,0,0
-0.9437053970618584,-1.2367242199587352,0.1973652331008032,1,0,0,0,0,0,0,0,0,0,0,0
-0.7349155808277592,-0.0151133083578247,-1.522594662071134,0,0,0,1,0,1,0,0,1,0,1,0
0.111207079636196,0.3513699651224484,0.0079203750818651,0,0,0,0,0,0,0,0,1,1,0,1
-0.8226668633400938,-0.9924020376385532,-0.4557209879644833,0,1,1,1,0,1,0,0,0,0,0,0
-0.1091637882115219,0.3920903288424788,-0.5521052139741185,0,0,0,1,0,1,1,1,0,0,0,0
2.0338822389562243,1.2879383306831464,1.325725396213601,1,1,0,0,0,0,0,1,0,1,0,1
-0.4468010758268541,1.0843365120829946,-1.4760643460664828,0,0,0,1,0,0,0,0,1,1,1,0
0.6284278742733771,0.4735310562825394,0.6809481601491449,0,1,0,0,0,0,0,1,0,1,0,1
0.7210321688904662,0.1070477828022663,1.609892683242008,1,1,0,0,0,0,1,1,1,0,0,1
-0.9748308519700792,-1.2774445836787656,0.179085466098976,1,1,0,0,0,0,0,0,1,0,0,0
-0.8540349688535526,-1.1145631287986442,0.50313588113137,1,1,0,1,1,0,0,0,0,0,0,0
1.0940523265786453,1.2879383306831464,0.3186764141129299,0,1,0,1,0,0,1,1,1,0,0,1
-0.3533364745184677,0.188488510242327,-0.8163309370005319,0,1,0,0,0,0,0,0,0,0,0,1
-0.6866281103854515,-0.9516816739185228,0.4915033021302069,1,1,1,0,0,0,0,0,0,0,0,1
0.4817786721260669,0.188488510242327,0.8388188751649267,1,0,1,1,1,0,0,1,0,0,0,0
-0.8537923182483149,-0.5444780367182193,-1.4943441130683104,0,0,0,1,0,1,0,0,1,1,1,0
-0.8293066662652352,-0.5037576729981889,-1.4860351280674795,0,0,0,1,0,1,0,0,1,0,1,0
-0.692517902348949,-0.5444780367182193,-0.8329489070021932,0,1,1,0,0,0,0,0,0,0,0,1
-0.5763985581697312,-0.9109613101984924,1.127971553193832,1,1,1,0,0,0,1,0,0,0,0,1
1.907306859605853,1.5322605130033284,1.0049985751815391,1,1,0,1,0,0,0,0,0,1,0,0
-0.8531746621622552,-0.5851984004382496,-1.4860351280674795,0,0,0,1,0,1,0,0,0,1,1,0
1.217870312687678,1.247217966963116,0.5064594751317021,0,0,0,1,0,0,1,1,0,1,0,1
-0.8986606210713638,-1.2367242199587352,1.3174164112127704,1,1,1,1,0,0,0,1,0,0,0,1
-0.6940399834181675,-0.9516816739185228,0.3319707901142591,1,1,1,0,0,0,0,0,0,0,0,0
-0.9361832282994886,-1.2367242199587352,0.2173067971027965,1,1,0,0,0,0,0,0,0,0,0,0
-0.5180962354748845,-0.8702409464784621,1.099721004191008,1,1,0,0,0,0,0,0,0,0,0,1
-0.7106946385958479,-0.748079855318371,-0.4839715369673072,0,0,0,1,0,0,0,0,0,0,0,0
-0.9703528453461469,-1.2774445836787656,0.5164302571326987,1,1,1,1,1,0,1,0,0,0,0,0
1.041794209868811,1.6137012404433893,-0.0103593919199621,0,1,0,1,1,0,1,1,0,0,0,1
0.8379677014691201,0.7178532386027215,0.5895493251400082,0,1,0,0,0,0,1,1,0,1,0,1
-0.3113799789582715,-0.4223169455581282,0.3402797751150897,1,0,0,1,0,1,1,0,0,0,0,0
0.6996568564836153,0.5956921474426305,0.7075369121518029,1,1,0,0,1,0,0,0,0,0,0,0
-0.8873883975007748,-1.1552834925186746,0.179085466098976,1,1,1,0,0,0,0,0,0,0,0,0
-0.1950179841738159,-0.3001558543980371,0.2089978121019659,0,1,0,1,0,0,1,1,1,0,0,1
-0.1036710608747769,-0.0965540357978854,0.1873944510998066,0,0,1,0,0,0,1,1,0,1,0,0
-0.9008003582266418,-1.1552834925186746,0.180747263099142,1,1,1,0,0,0,0,0,0,0,0,0
0.5712285088750655,0.4328106925625091,0.720831288153132,0,0,0,1,0,0,1,1,0,0,0,1
-0.9183814975334118,-0.8295205827584317,-1.5076384890696393,0,0,0,1,0,1,0,0,0,0,1,0
1.1883992937242591,1.5729808767233588,0.2023506241013013,0,1,0,1,0,1,1,1,0,0,0,1
-0.8479687037226095,-0.5444780367182193,-1.491020519067978,0,0,0,1,0,1,0,0,1,1,1,0
0.3818066227681233,0.758573602322752,-0.1416413549330859,0,1,0,1,0,0,1,1,0,1,0,0
1.207480454954317,1.6137012404433893,0.2438955491054544,0,0,0,1,0,1,1,1,0,0,0,0
0.376335954577309,0.3106496014024181,0.53304822713436,1,0,1,1,0,0,0,0,0,1,0,0
0.3284234896158233,0.6771328748826912,-0.1000964299289328,0,0,0,1,0,1,1,1,0,0,0,0
-0.9166829432967478,-1.0331224013585834,-1.1619847130350858,0,0,0,0,0,1,1,0,1,0,0,0
0.8561664968619497,0.3513699651224484,1.1595456961969886,1,1,0,0,0,0,0,1,0,0,0,1
1.257245888173982,0.880734693482843,1.0781176431888486,1,1,0,0,0,0,0,0,0,0,0,1
-0.7164300165378306,-0.0965540357978854,-1.4993295040688086,0,0,0,1,0,0,0,0,0,0,1,0
-0.986213371270322,-1.2774445836787656,-0.6784017859867437,0,1,0,1,0,1,0,0,0,0,0,0
-0.7618497980091469,-0.2187151269579764,-1.4860351280674795,0,0,0,0,0,1,0,0,0,1,1,0
0.945550156173156,0.5549717837226001,1.001674981181207,1,1,0,0,0,0,0,0,0,1,0,0
2.459336986521683,1.5729808767233588,1.4902432992300467,1,1,1,1,0,0,1,0,0,1,0,1
0.95227819568202,1.002895784642934,0.4981504901308714,0,1,0,0,1,0,0,0,0,0,0,1
1.1252439589246583,0.4328106925625091,1.4885815022298807,1,1,0,1,1,0,1,1,1,1,0,1
-0.9746323196567032,-1.2774445836787656,0.1940416391004707,1,0,0,0,0,0,0,0,1,0,0,0
-0.9020797886906228,-1.1552834925186746,-0.3344098069523561,0,0,0,1,0,0,1,0,1,0,0,0
-0.0408466132641362,-0.3408762181180675,0.8238627021634315,1,1,1,0,0,0,0,0,0,0,0,1
1.7737387309954498,1.1657772395230557,1.3855500882195813,1,1,1,0,0,0,1,0,0,0,0,1
-0.4577424122084825,-0.7073594915983407,0.7640380101574512,1,1,0,0,0,0,1,0,0,0,0,0
-0.9388744441030344,-1.2367242199587352,0.1973652331008032,1,1,1,0,0,0,0,0,0,0,0,0
0.1173615813508619,-0.055833672077855,0.544680806135523,0,1,0,1,0,1,1,1,1,1,0,1
-0.799438582675064,-0.5444780367182193,-1.3248408190513656,0,1,0,1,0,1,0,0,0,0,1,0
-0.9706837325351072,-1.2774445836787656,0.4915033021302069,1,1,1,0,0,0,0,0,0,0,0,0
0.5502723202408981,1.6137012404433893,-0.5271782589716266,0,0,0,1,0,1,1,1,1,0,0,0
-0.6081637283099428,0.1070477828022663,-1.30157566104904,0,1,1,0,0,0,0,0,0,0,1,0
-0.9973532399653268,-1.2774445836787656,-1.517609271070636,0,0,0,0,0,0,0,0,1,0,1,0
-0.6800986031899635,-0.9109613101984924,0.184070857099474,1,1,1,1,0,0,0,0,0,0,0,0
1.7800035284397695,1.2879383306831464,1.068146861187852,1,1,0,1,0,0,1,1,1,1,0,1
1.7784814473705508,1.5729808767233588,0.8421424691652587,0,0,1,1,0,0,1,1,0,0,0,1
-0.0880752447017703,-0.1372743995179157,0.2073360151017999,0,1,0,0,0,0,0,0,0,1,0,1
-0.7715117039267947,-1.0738427650786138,0.8720548151682491,1,1,1,1,0,0,0,0,0,0,0,1
0.0198380971912261,-0.0151133083578247,0.356897745116751,1,1,0,1,0,0,1,0,0,0,0,0
-0.3988886108653683,-0.5444780367182193,0.3701921211180801,0,1,0,0,0,1,1,1,1,0,0,0
-0.8429392184504093,-0.7073594915983407,-1.3198554280508674,0,0,0,0,0,0,0,0,0,0,1,0
-0.9837868652179448,-1.2774445836787656,-0.4956041159684701,0,1,1,0,0,1,0,0,0,0,0,0
-0.9947061424536424,-1.2774445836787656,-1.3181936310507012,0,1,0,0,0,0,0,0,1,0,0,0
1.3989759007787457,1.125056875803025,0.8354952811645946,1,1,0,0,0,0,0,0,0,0,0,0
-0.7020253942450818,-0.8702409464784621,-0.128346978931757,0,1,1,0,0,0,0,1,0,0,0,0
-0.7913428761184962,-0.3001558543980371,-1.4843733310673135,0,0,0,1,0,1,0,0,1,0,1,0
-0.3305052584801906,-0.0965540357978854,-0.3144682429503628,0,1,0,0,0,0,1,0,0,0,0,0
-0.9032709825708808,-1.1960038562387048,0.5230774451333633,1,1,1,0,0,0,0,0,0,0,0,0
-0.3826530794603712,0.3513699651224484,-0.9758634490164798,0,0,0,1,0,1,1,0,0,1,0,0
-0.7668792832813471,-0.3001558543980371,-1.4677553610656522,0,0,0,0,0,0,0,0,1,0,1,0
-0.9609335900337368,-1.2367242199587352,-0.3526895739541836,0,0,0,0,0,0,0,0,1,0,0,0
-0.1545835696828383,-0.2187151269579764,0.3469269631157543,1,1,0,1,1,0,1,0,0,0,0,0
-0.3879913927756013,-0.7073594915983407,0.8886727851699104,1,1,1,0,1,0,0,0,0,0,0,1
-0.2411436583149148,1.4100994218432374,-1.3132082400502028,0,1,0,1,0,0,0,0,0,0,1,0
-0.2100182034066936,0.0256070553622056,-0.3377334009526884,0,1,1,0,1,0,0,1,0,0,0,1
-0.9923237546931264,-1.2774445836787656,-1.1387195550327598,0,0,0,1,0,1,1,0,0,0,0,0
1.0589782845488285,0.5549717837226001,1.2044142152014738,1,1,1,1,1,0,0,0,0,0,0,1
0.095037725668991,0.1070477828022663,0.2438955491054544,0,1,0,0,0,1,0,1,1,1,0,1
0.214708592343052,-0.0151133083578247,0.7607144161571191,1,0,0,0,0,0,1,1,0,0,0,0
-0.9835662737586376,-1.2774445836787656,-0.4789861459668089,0,1,1,1,0,0,0,0,0,0,0,1
1.527889549597771,1.125056875803025,1.0299255301840309,1,1,1,1,0,0,0,0,0,0,0,0
-0.9490437103770882,-1.0331224013585834,-1.504314895069307,0,0,0,0,0,0,0,0,1,1,1,0
-0.9884634041552536,-1.2367242199587352,-1.4860351280674795,0,1,0,0,0,0,0,0,1,0,1,0
-0.7878575310614452,-0.2594354906780068,-1.479387940066815,0,1,0,1,0,1,0,0,0,0,1,0
1.277055001219753,0.6771328748826912,1.392197276220246,1,0,0,1,0,0,1,1,0,0,0,1
-0.996735583879267,-1.2774445836787656,-1.4710789550659844,0,0,0,0,0,0,0,0,1,0,1,0
1.8068495090374344,1.1657772395230557,1.3772411032187506,1,1,1,1,0,0,1,0,0,0,0,1
0.4746756271363808,0.3106496014024181,0.6743009721484804,1,1,1,1,0,1,0,0,0,1,0,0
1.848717768013908,1.5322605130033284,0.8670694241677506,1,1,1,1,1,0,1,0,0,0,0,1
-0.9917060986070668,-1.2367242199587352,-1.477726143066649,0,0,0,1,0,1,0,0,1,1,1,0
-0.6887678475407296,-0.9516816739185228,0.4915033021302069,1,1,1,0,1,0,0,0,0,0,0,1
-0.9967576430251978,-1.2774445836787656,-1.4727407520661506,0,1,0,0,0,0,0,0,1,0,1,0
-0.2476731655104028,1.4915401492832985,-1.3231790220511994,0,1,0,1,0,0,0,0,0,0,1,0
0.0422060711649586,0.4735310562825394,-0.359336761954848,0,1,0,0,0,0,0,0,1,1,0,1
0.8589680083951486,1.1657772395230557,0.1707764810981453,0,1,0,1,0,0,1,0,1,0,0,1
-0.8637630522089924,-1.1552834925186746,0.3336325871144251,1,1,0,0,0,0,0,0,0,0,0,0
-0.9385214977681432,-1.2367242199587352,0.5014740841312035,1,1,1,0,0,0,0,1,0,0,0,0
-0.974941147699733,-1.2774445836787656,0.1707764810981453,1,1,1,0,0,0,0,0,0,0,0,0
-0.3053798912651205,-0.6666391278783103,1.1296333501939984,1,1,1,1,1,0,0,0,0,0,0,1
-0.4820736501700474,-0.0965540357978854,-0.8113455460000336,0,1,0,0,0,0,0,1,0,1,0,1
0.129361756737164,1.002895784642934,-0.6617838159850825,0,1,1,1,1,0,0,0,0,0,0,1
-0.8175491414841707,-0.3815965818380978,-1.5009913010689746,0,0,0,1,0,1,0,0,0,0,1,0
-0.8989915082603244,-1.1960038562387048,0.4566055651267183,1,1,1,0,0,0,0,0,0,0,0,0
0.3398942454997886,0.1477681465222966,0.6643301901474837,1,1,1,0,0,0,0,0,0,0,0,1
2.4336601406583456,1.5322605130033284,1.5683477582378549,1,1,0,0,0,0,1,1,0,0,0,1
-0.9728234696903856,-1.2774445836787656,0.3303089931140931,1,1,1,0,0,0,0,0,0,0,0,0
-0.8954399857654812,-1.1552834925186746,0.0278619390838584,0,0,1,1,0,0,0,0,0,0,0,0
0.5930450042005302,1.4100994218432374,-0.3510277769540174,0,0,0,1,0,1,1,1,0,0,0,0
-0.9045283538889306,-1.1960038562387048,0.3319707901142591,1,1,0,1,0,0,0,0,0,0,0,0
-0.7012533241375073,0.0256070553622056,-1.4677553610656522,0,0,0,1,0,1,0,0,1,1,1,0
-0.683539829955153,0.1070477828022663,-1.4976677070686424,0,0,0,1,0,1,0,0,0,0,1,0
-0.4197345037698822,1.5322605130033284,-1.4926823160681442,0,0,0,1,0,0,0,0,0,0,1,0
-0.0020445755720306,0.0663274190822359,0.1458495260956535,1,0,0,0,1,0,0,0,0,0,0,0
0.4351235784826311,0.2699292376823877,0.7158458971526335,1,1,0,1,0,1,0,0,1,0,0,0
0.8756888410106214,1.369379058123207,-0.0303009559219556,0,0,1,1,0,0,0,1,0,0,0,1
-0.7827839274973836,-0.3001558543980371,-1.491020519067978,0,0,1,1,0,1,0,0,0,1,1,0
-0.0815016192144209,-0.4223169455581282,1.1961052302006432,1,1,1,0,0,0,1,0,0,0,0,1
-0.2904679086159656,0.880734693482843,-1.1420431490330922,0,0,1,1,0,0,0,0,0,0,0,0
0.4688520126106752,0.7992939660427822,-0.0502425199239492,0,1,0,0,0,0,1,0,0,0,0,0
1.6054936249819822,1.4100994218432374,0.7524054311562884,1,0,1,1,0,1,0,0,0,1,0,0
-0.088759078225622,-0.2594354906780068,0.5696077611380149,0,0,0,1,0,0,0,1,0,0,0,1
-0.6414950978112341,-0.8702409464784621,0.3386179781149237,1,1,1,1,0,0,0,0,0,0,0,0
1.7528046015072132,1.002895784642934,1.4835961112293827,1,1,0,1,0,0,0,1,0,1,0,1
-0.8062769179135817,-0.4630373092781585,-1.462769970065154,0,0,0,0,0,1,0,0,1,0,1,0
1.864622412229944,1.5729808767233588,0.9451738831755588,0,0,0,1,0,0,1,1,0,0,0,1
-0.3551453244847852,-0.4630373092781585,0.144187729095487,1,1,1,1,1,0,0,0,0,0,0,0
-0.7147535214470971,-0.9109613101984924,0.1774236690988095,1,1,1,1,0,0,0,0,0,0,0,0
2.4739401411278084,1.6137012404433893,1.4885815022298807,1,0,0,1,0,1,1,0,0,0,0,1
-0.4915370237743188,-0.62591876415828,0.1907180451001386,1,0,0,0,0,0,0,0,0,0,0,0
-0.6999077162357344,-0.9109613101984924,0.2920876621102721,0,0,0,0,0,1,1,1,0,1,0,1
-0.9749852659915944,-1.2774445836787656,0.1674528870978128,1,1,1,1,0,1,0,0,0,0,0,0
0.6983112485818426,0.4735310562825394,0.6659919871476498,1,1,0,0,0,0,0,0,0,0,0,0
0.7940479419210914,0.7992939660427822,0.534710024134526,0,1,1,1,1,1,0,0,0,1,0,1
-0.2927620597927586,-0.2594354906780068,-0.1565975279345811,0,1,1,1,0,1,0,1,0,0,0,0
1.0886037175337615,0.5956921474426305,1.1612074931971548,1,0,1,1,1,0,0,0,0,0,0,1
1.907350977897715,1.247217966963116,1.284180471209448,1,1,1,1,0,0,0,0,0,0,0,1
-0.8863516176420317,-1.1960038562387048,0.3436033691154218,1,1,0,0,0,0,0,0,0,0,0,0
-0.7573717913852144,-0.1779947632379461,-1.4710789550659844,0,0,0,1,0,0,0,0,1,0,1,0
-0.5371994558508729,-0.8295205827584317,1.0382345151848615,1,1,1,0,0,0,0,0,0,0,0,1
-0.2994680401556922,1.3286586944031769,-1.328164413051698,0,0,0,0,0,0,0,0,0,1,1,0
-0.8521820005953736,-0.9516816739185228,-0.6767399889865777,0,1,0,0,0,0,0,0,1,0,0,0
-0.8709763929283322,-1.1552834925186746,0.4383257981248911,1,0,0,0,0,0,0,0,0,0,0,0
-0.3074975692744679,-0.7073594915983407,1.3406815692150955,1,0,1,0,0,0,1,1,0,0,0,1
0.590022901208024,0.9214550572028734,-0.0003886099189655,0,1,0,0,0,0,0,0,1,0,0,1
-0.7983356253785289,-0.3815965818380978,-1.504314895069307,0,1,0,0,0,0,0,0,1,0,1,0
-0.4456760593843883,-0.7073594915983407,0.7025515211513048,1,1,0,0,0,1,0,0,0,0,0,1
0.3272322957355653,0.5956921474426305,0.0428181120853536,0,1,0,1,0,0,1,0,0,1,0,0
1.9696680651519487,1.3286586944031769,1.3390197722149295,1,1,0,0,0,0,0,1,0,1,0,1
0.9564914925547844,1.2879383306831464,0.1491731200959855,0,0,0,1,0,1,1,1,1,0,0,0
-0.8218065566487963,-0.4223169455581282,-1.4860351280674795,0,1,0,0,1,0,0,0,1,1,1,0
2.02589682812931,1.247217966963116,1.461992750227223,1,1,1,1,0,0,0,1,0,0,0,1
0.2494517471839084,-0.055833672077855,0.8620840331672525,1,1,1,0,1,0,0,0,0,0,0,0
-0.9903384315593632,-1.2774445836787656,-0.9891578250178088,0,0,1,1,0,0,0,0,0,0,0,1
2.079699085054293,1.1657772395230557,1.6730409692483204,1,1,0,0,0,0,1,1,1,1,0,1
-0.1187595166913774,0.1070477828022663,-0.3244390249513595,0,0,0,0,0,0,0,0,1,0,0,0
-0.3728588186671394,0.1070477828022663,-0.8279635160016948,0,1,1,0,1,0,0,0,0,0,0,0
-0.9219109608823244,-0.9516816739185228,-1.3348116010523623,0,1,0,0,0,0,0,0,1,0,0,0
-0.6822383403452418,-0.5444780367182193,-0.8346107040023594,0,1,1,0,0,0,0,0,0,0,0,0
2.32263645918912,1.6137012404433893,1.3356961782145975,1,1,1,0,0,0,0,0,0,1,0,1
2.180774091708772,1.2879383306831464,1.614878074242506,1,0,1,1,0,1,1,1,0,1,0,1
1.1046186574794516,0.6771328748826912,1.0249401391835322,1,1,1,1,0,1,0,0,0,0,0,1
-0.7236654164031009,-0.7073594915983407,-0.613591702980265,0,0,1,1,0,1,0,0,0,0,0,0
0.1890317464797142,0.2292088739623573,0.1940416391004707,0,0,0,0,0,0,1,1,1,1,0,0
-0.0772883223416567,-0.4223169455581282,0.9933659961803764,1,1,0,0,0,0,0,0,0,0,0,1
0.4691608406537051,0.0663274190822359,1.1661928841976528,1,1,1,0,1,0,0,0,0,1,0,1
1.4920654966063098,1.6137012404433893,0.4898415051300408,0,1,0,1,0,1,1,1,0,0,0,1
-0.1788706893525417,1.6137012404433893,-1.328164413051698,0,0,0,1,0,0,0,0,0,0,1,0
-0.6034210119348418,-0.8295205827584317,0.5546515881365197,1,1,1,0,0,0,0,0,0,0,0,0
-0.2188198026330439,-0.3815965818380978,0.4765471291287116,1,1,0,0,0,0,0,1,1,0,0,0
0.0015069469228125,-0.3408762181180675,0.9917041991802098,1,1,1,0,0,0,1,0,0,0,0,1
0.1031334322255588,-0.3001558543980371,1.1479131171958254,1,0,0,0,0,0,0,1,0,0,0,1
-0.9881986944040853,-1.2367242199587352,-1.46443176706532,0,1,0,0,0,0,0,0,0,0,1,0
-0.7191653506332376,-0.9924020376385532,0.7241548821534641,1,1,1,0,0,0,0,0,0,0,0,1
-0.4542570671514315,1.2064976032430856,-1.4876969250676455,0,0,0,0,0,1,0,0,0,0,1,0
0.089699412353761,-0.0151133083578247,0.5164302571326987,1,1,0,1,1,0,0,0,0,0,0,1
-0.9664924948082738,-1.1960038562387048,-1.368047541055685,0,1,0,1,0,0,0,0,1,0,1,0
-0.9615071278279352,-1.0738427650786138,-1.4843733310673135,0,0,0,1,0,1,0,0,1,0,1,0
2.089515404993456,1.6137012404433893,1.111353583192171,1,1,0,1,0,0,1,1,0,0,0,0
0.504609888164344,1.2879383306831464,-0.3377334009526884,0,1,1,1,0,1,0,1,0,0,0,1
1.8043127072554035,1.6137012404433893,0.8471278601657574,0,1,0,1,0,0,1,1,0,0,0,1
0.6188542049394521,0.6364125111626608,0.464914550127549,0,1,0,0,0,1,1,0,0,1,0,1
-0.9707719691188302,-1.2774445836787656,0.4848561141295422,1,1,1,0,0,1,0,0,0,0,0,0
0.4341970943535417,0.3513699651224484,0.5247392421335293,0,1,1,0,0,0,0,0,0,1,0,1
1.460123853298653,1.4508197855632678,0.5180920541328647,1,1,0,1,1,0,0,0,0,0,0,0
0.8856595749712987,0.6771328748826912,0.8338334841644282,1,1,0,0,1,0,0,0,0,1,0,1
0.7548047213103716,0.3513699651224484,1.1063681921916724,1,0,0,0,0,0,0,0,0,0,0,1
0.7967832760164985,0.758573602322752,0.5396954151350245,1,0,0,0,0,0,0,0,0,0,0,0
-0.8075563483775625,-0.9109613101984924,-0.7997129669988706,0,0,0,0,0,0,1,0,0,0,0,0
-0.9358964594023896,-1.2367242199587352,0.3552359481165849,1,1,0,0,1,0,0,0,1,0,0,0
-0.7208639048699018,-0.9924020376385532,0.3785011061189107,0,1,0,1,0,1,1,1,0,0,0,1
2.0551251964874906,1.3286586944031769,1.4586691562268908,1,0,0,1,0,1,1,1,0,0,0,1
-0.5843839689966455,-0.7073594915983407,-0.1931570619382357,0,0,1,0,0,0,1,1,0,0,0,0
0.2707388230070363,0.5549717837226001,-0.1333323699322553,0,1,0,0,0,0,1,1,0,0,0,1
-0.6720690740711878,0.2292088739623573,-1.4893587220678115,0,1,0,1,0,1,0,0,1,0,1,0
2.4372778405909807,1.4100994218432374,1.7810577742591185,1,1,0,0,0,0,1,1,0,1,0,1
0.6878110951188281,0.4328106925625091,0.8471278601657574,1,1,1,0,1,0,0,0,0,0,0,0
1.6976126183885958,1.4508197855632678,0.8255244991635975,1,1,0,1,1,0,0,0,0,0,0,1
0.3203277830592555,1.0843365120829946,-0.4341176269623235,0,1,1,0,0,0,0,1,0,0,0,1
1.6631562324448383,0.880734693482843,1.6580847962468257,1,1,0,1,0,0,1,1,1,1,0,1
-0.6056931039657041,-0.9516816739185228,1.221032185203135,1,1,1,1,0,1,0,1,0,0,0,1
1.2080319336025849,0.7178532386027215,1.2991366442109429,1,1,0,1,0,1,0,0,0,0,0,1
-0.983455978028984,-1.1960038562387048,-1.481049737066981,0,0,0,0,0,1,0,0,0,0,1,0
1.1448986579489144,0.5549717837226001,1.503537675231376,1,1,1,0,1,0,1,0,0,1,0,1
0.6113982136148748,0.9621754209229036,-0.0037122039192975,0,1,0,0,0,0,1,1,0,1,0,0
0.9776241543563972,0.4735310562825394,1.3091074262119398,1,0,1,1,1,0,0,1,0,0,0,1
0.7876287304552568,0.5956921474426305,0.6177998741428321,1,1,0,1,0,0,0,0,0,0,0,0
0.4112555825856111,-0.0965540357978854,1.3838882912194153,1,0,0,0,0,0,1,1,0,0,0,1
-0.5971562144905223,-0.1372743995179157,-1.115454397030434,0,1,1,0,0,0,0,1,0,0,0,0
-0.3652263541751163,-0.5851984004382496,0.5280628361338618,1,1,1,0,0,0,0,0,0,0,0,0
-0.2814457179303083,1.4915401492832985,-1.3464441800535252,0,0,0,1,0,0,0,0,0,0,1,0
-0.9729778837119004,-1.2774445836787656,0.3186764141129299,1,0,1,0,0,0,0,0,0,0,0,0
-0.8606527126327633,-0.9516816739185228,-0.801374763999037,0,0,0,1,0,0,0,1,1,0,0,0
1.4727637439169452,1.5322605130033284,0.5297246331340278,0,0,1,1,0,1,1,1,0,0,0,0
-0.6232301249806126,-0.7073594915983407,-0.1698919039359101,0,1,0,1,0,1,0,1,0,0,0,0
0.9937935083236024,0.4328106925625091,1.3705939152180862,1,1,0,0,0,1,1,1,0,1,0,1
1.560581203867072,1.247217966963116,0.8404806721650927,1,1,0,0,0,0,0,1,0,1,0,0
-0.412102039277859,-0.62591876415828,0.5081212721318681,1,0,0,0,0,0,0,0,0,0,0,0
-0.9925884644442948,-1.2774445836787656,-1.158661119034753,0,0,0,0,0,0,1,0,1,0,0,0
-0.7817030293467792,-0.3001558543980371,-1.481049737066981,0,1,0,1,0,0,0,0,0,1,1,0
1.0854272005197405,0.5142514200025698,1.1994288242009752,1,1,0,0,0,0,0,0,0,0,0,1
0.4369986058867409,0.0256070553622056,1.1911198392001443,1,1,0,1,1,0,0,0,0,0,0,1
0.7355250277669376,0.0663274190822359,1.7079387062518092,1,1,0,0,0,1,1,1,0,0,0,1
0.4810948386022151,1.5322605130033284,-0.4956041159684701,0,1,0,1,0,0,1,1,0,0,0,1
-0.1130241387493948,0.3106496014024181,-0.4823097399671412,0,1,0,0,0,0,0,0,1,1,0,0
1.936049926753559,1.5729808767233588,0.8521132511662559,0,0,1,1,0,1,1,1,0,0,0,1
2.5550295615690706,1.6137012404433893,1.5666859612376889,1,1,0,1,0,0,1,1,0,0,0,1
-0.1791353991037101,1.5729808767233588,-1.3198554280508674,0,0,0,1,0,0,0,0,0,0,1,0
-0.9658307204303528,-1.2774445836787656,0.8570986421667539,1,0,1,0,0,0,0,0,0,0,0,1
-0.9645733491123027,-1.1552834925186746,-1.5076384890696393,0,0,0,0,0,0,0,0,1,0,1,0
-0.3995062669514279,1.369379058123207,-1.4876969250676455,0,0,0,1,0,1,0,0,0,0,1,0
-0.9192418042247092,-1.1960038562387048,-0.3144682429503628,0,1,1,0,0,0,0,0,0,0,0,1
2.2250688567376224,1.6137012404433893,1.2160467942026365,1,1,1,1,0,0,0,0,0,1,0,1
-0.3396377448955014,1.0436161483629645,-1.3165318340505352,0,0,0,1,0,1,0,0,0,0,1,0
1.1424942110424678,1.2879383306831464,0.328647196113927,0,0,0,0,1,0,0,1,0,0,0,1
-0.8741529099423534,-1.1960038562387048,1.222693982203301,1,1,0,0,0,0,0,0,0,0,0,1
-0.5694278680556292,0.7178532386027215,-1.4827115340671475,0,0,0,0,0,0,0,0,0,1,1,0
-0.9623233162273712,-1.1960038562387048,-1.181926277037079,0,0,0,0,0,0,0,0,1,0,0,0
-0.1609586628568112,-0.4223169455581282,0.9950277931805424,1,1,0,1,0,0,0,0,0,0,0,1
-0.9835221554667763,-1.2774445836787656,-0.4756625519664766,0,1,1,0,0,0,0,0,0,0,0,0
0.0285735189797844,-0.055833672077855,0.3485887601159204,0,1,0,1,0,1,1,1,0,1,0,1
0.0708167834370796,0.4735310562825394,-0.357674964954682,0,1,1,0,0,0,1,0,0,1,0,1
1.6710534066880298,1.125056875803025,1.2093996062019725,1,0,0,1,0,0,0,0,0,0,0,1
-0.5217359945534504,0.3920903288424788,-1.3181936310507012,0,1,0,1,0,0,0,0,0,0,0,0
0.8101952367423654,0.7178532386027215,0.6526976111463211,1,1,0,1,0,1,0,0,0,0,0,0
-0.4676028504395065,-0.7073594915983407,0.682609957149311,1,0,1,0,0,0,0,0,0,0,0,0
-0.828644891887314,-0.9924020376385532,-0.2812323029470404,0,0,0,1,0,1,0,1,0,0,0,0
-0.7584526895358188,-1.0738427650786138,1.113015380192337,1,1,1,0,1,0,0,0,0,0,0,1
2.2850256153772723,1.6137012404433893,1.2010906212011416,1,1,0,0,0,0,0,0,0,0,0,1
